iso3,country,year,magnitude,total_deaths,total_affected,total_damage_kUSD,total_damage_adj_kUSD,pre_event_avg_gdp,gdp_event_year,gdp_drop,recovery_years,gdp_per_capita_event_year,unemployment_event_year,income_group
,,,,,,,,13.7671,11.0328,-2.7343,,,,
,,,,,,,,7.4188,7.8182,0.3994,,,,
,,,,,,,,,,,,,,
,,,,,,,,12.6782,9.9762,-2.702,,,,
,,,,,,,,8.3211,2.799,-5.5221,,,,
,,,,,,,,7.4188,7.8182,0.3994,,,,
,,,,,,,,2.828,1.7317,-1.0963,1.0,,,
,,,,,,,,12.6782,9.9762,-2.702,,,,
,,,,,,,,12.6782,9.9762,-2.702,,,,
,,,,,,,,0.8332,1.3825,0.5492,1.0,,,
,,,,,,,,12.6782,9.9762,-2.702,,,,
,,,,,,,,1.5319,6.109,4.5771,1.0,,,
,,,,,,,,8.3211,2.799,-5.5221,,,,
,,,,,,,,3.6205,7.1578,3.5373,1.0,,,
,,,,,,,,11.3606,9.2876,-2.0729,,,,
,,,,,,,,2.3511,1.3504,-1.0007,3.0,,,
,,,,,,,,-6.1415,9.9153,16.0567,1.0,,,
,,,,,,,,4.5155,1.0144,-3.5011,,,,
,,,,,,,,2.3511,1.3504,-1.0007,3.0,,,
,,,,,,,,4.8372,7.5229,2.6857,1.0,,,
,,,,,,,,1.5674,7.1989,5.6315,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,2.3511,1.3504,-1.0007,3.0,,,
,,,,,,,,7.261,4.0498,-3.2112,2.0,,,
,,,,,,,,1.5674,7.1989,5.6315,1.0,,,
,,,,,,,,0.4681,6.371,5.9029,3.0,,,
,,,,,,,,2.1278,1.9257,-0.2021,3.0,,,
,,,,,,,,7.8594,4.6999,-3.1595,,,,
,,,,,,,,7.149,7.3917,0.2427,,,,
,,,,,,,,4.5114,4.4899,-0.0215,1.0,,,
,,,,,,,,11.3606,9.2876,-2.0729,,,,
,,,,,,,,6.0551,3.3211,-2.7341,1.0,,,
,,,,,,,,11.3606,9.2876,-2.0729,,,,
,,,,,,,,11.3606,9.2876,-2.0729,,,,
,,,,,,,,2.3511,1.3504,-1.0007,3.0,,,
,,,,,,,,3.5333,2.6,-0.9333,3.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.3673,2.08,-1.2873,2.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,2.0527,1.8044,-0.2483,2.0,,,
,,,,,,,,3.3673,2.08,-1.2873,2.0,,,
,,,,,,,,2.3432,3.4929,1.1497,1.0,,,
,,,,,,,,4.064,3.0638,-1.0002,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,4.6646,5.0294,0.3647,,,,
,,,,,,,,7.4646,1.9086,-5.5561,,,,
,,,,,,,,,,,,,,
,,,,,,,,7.4646,1.9086,-5.5561,,,,
,,,,,,,,-1.5667,10.0,11.5667,1.0,,,
,,,,,,,,0.1723,-3.7691,-3.9414,1.0,,,
,,,,,,,,2.7707,3.2665,0.4958,3.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,3.3673,2.08,-1.2873,2.0,,,
,,,,,,,,6.9127,-13.1267,-20.0394,,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.6079,2.5502,-1.0576,1.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,6.9127,-13.1267,-20.0394,,,,
,,,,,,,,2.9824,8.31,5.3277,1.0,,,
,,,,,,,,3.3673,2.08,-1.2873,2.0,,,
,,,,,,,,5.4076,3.7117,-1.6959,1.0,,,
,,,,,,,,10.0989,7.9208,-2.1781,5.0,,,
,,,,,,,,7.4646,1.9086,-5.5561,,,,
,,,,,,,,2.0186,-4.204,-6.2227,1.0,,,
,,,,,,,,-2.5517,6.3999,8.9516,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.2603,2.0027,-1.2576,1.0,,,
,,,,,,,,5.9279,8.8458,2.9178,4.0,,,
,,,,,,,,3.2603,2.0027,-1.2576,1.0,,,
,,,,,,,,5.7,7.4,1.7,1.0,,,
,,,,,,,,6.5341,2.755,-3.7791,,,,
,,,,,,,,4.7299,4.6702,-0.0598,1.0,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,2.8074,2.6588,-0.1486,1.0,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,6.5341,2.755,-3.7791,,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,9.0615,7.737,-1.3245,3.0,,,
,,,,,,,,2.9614,1.4949,-1.4665,3.0,,,
,,,,,,,,6.5341,2.755,-3.7791,,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,2.9614,1.4949,-1.4665,3.0,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,5.4747,-3.0528,-8.5275,1.0,,,
,,,,,,,,9.0615,7.737,-1.3245,3.0,,,
,,,,,,,,2.8037,0.3373,-2.4664,1.0,,,
,,,,,,,,9.0615,7.737,-1.3245,3.0,,,
,,,,,,,,3.4333,3.2,-0.2333,1.0,,,
,,,,,,,,-0.2029,0.7911,0.994,1.0,,,
,,,,,,,,3.2603,2.0027,-1.2576,1.0,,,
,,,,,,,,-2.5517,6.3999,8.9516,1.0,,,
,,,,,,,,3.4989,4.4089,0.91,1.0,,,
,,,,,,,,4.1051,3.8471,-0.2581,,,,
,,,,,,,,3.5109,3.3465,-0.1644,1.0,,,
,,,,,,,,1.811,5.8455,4.0345,1.0,,,
,,,,,,,,1.811,5.8455,4.0345,1.0,,,
,,,,,,,,-0.068,2.9249,2.9928,1.0,,,
,,,,,,,,2.0712,6.9853,4.9141,2.0,,,
,,,,,,,,2.0712,6.9853,4.9141,2.0,,,
,,,,,,,,3.2329,4.1378,0.905,1.0,,,
,,,,,,,,-0.2077,2.7646,2.9723,1.0,,,
,,,,,,,,1.3413,,,,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,3.5644,8.3243,4.76,1.0,,,
,,,,,,,,7.7333,11.1,3.3667,1.0,,,
,,,,,,,,3.4902,3.6514,0.1612,2.0,,,
,,,,,,,,-1.4695,-0.1213,1.3482,1.0,,,
,,,,,,,,1.947,-5.4594,-7.4064,1.0,,,
,,,,,,,,4.125,3.0269,-1.0981,3.0,,,
,,,,,,,,2.4197,5.1043,2.6846,1.0,,,
,,,,,,,,7.4569,7.1103,-0.3466,,,,
,,,,,,,,3.4724,-3.748,-7.2203,2.0,,,
,,,,,,,,5.2008,-0.2793,-5.4801,4.0,,,
,,,,,,,,-2.3152,-2.8505,-0.5353,1.0,,,
,,,,,,,,5.6221,6.1698,0.5476,1.0,,,
,,,,,,,,4.2337,6.5738,2.3401,1.0,,,
,,,,,,,,3.8523,-0.688,-4.5403,1.0,,,
,,,,,,,,2.5291,1.8195,-0.7096,2.0,,,
,,,,,,,,4.125,3.0269,-1.0981,3.0,,,
,,,,,,,,1.9076,1.6678,-0.2398,,,,
,,,,,,,,3.738,3.0799,-0.6581,2.0,,,
,,,,,,,,4.125,3.0269,-1.0981,3.0,,,
,,,,,,,,7.0721,6.8913,-0.1808,4.0,,,
,,,,,,,,5.2008,-0.2793,-5.4801,4.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.4112,4.6504,1.2392,1.0,,,
,,,,,,,,3.3094,2.3922,-0.9172,1.0,,,
,,,,,,,,4.9931,5.1743,0.1812,1.0,,,
,,,,,,,,4.9931,5.1743,0.1812,1.0,,,
,,,,,,,,3.4724,-3.748,-7.2203,2.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,2.915,4.4805,1.5655,3.0,,,
,,,,,,,,2.4145,2.5838,0.1693,2.0,,,
,,,,,,,,1.0242,-0.4022,-1.4264,2.0,,,
,,,,,,,,3.6212,2.0626,-1.5586,2.0,,,
,,,,,,,,-1.0275,4.4418,5.4693,1.0,,,
,,,,,,,,12.4045,13.5647,1.1602,1.0,,,
,,,,,,,,-0.3112,1.2362,1.5475,1.0,,,
,,,,,,,,4.4183,-5.6515,-10.0698,1.0,,,
,,,,,,,,2.6132,5.8517,3.2385,1.0,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,6.2091,7.1135,0.9044,1.0,,,
,,,,,,,,1.2873,0.7538,-0.5335,1.0,,,
,,,,,,,,2.698,-2.3614,-5.0594,1.0,,,
,,,,,,,,7.8629,5.8625,-2.0004,,,,
,,,,,,,,3.3688,3.7791,0.4103,1.0,,,
,,,,,,,,7.4065,6.7756,-0.6309,5.0,,,
,,,,,,,,1.2873,0.7538,-0.5335,1.0,,,
,,,,,,,,0.1774,1.4731,1.2957,1.0,,,
,,,,,,,,4.5767,7.8259,3.2492,4.0,,,
,,,,,,,,7.0721,6.8913,-0.1808,4.0,,,
,,,,,,,,2.3262,1.8717,-0.4545,4.0,,,
,,,,,,,,3.1022,3.4332,0.331,1.0,,,
,,,,,,,,4.9931,5.1743,0.1812,1.0,,,
,,,,,,,,2.1089,0.1654,-1.9435,2.0,,,
,,,,,,,,7.2016,10.8,3.5984,1.0,,,
,,,,,,,,5.0924,5.0193,-0.0731,3.0,,,
,,,,,,,,5.0924,5.0193,-0.0731,3.0,,,
,,,,,,,,4.8726,1.3016,-3.5709,2.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,3.6212,2.0626,-1.5586,2.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,4.55,5.2395,0.6895,1.0,,,
,,,,,,,,2.7865,5.4451,2.6585,1.0,,,
,,,,,,,,5.6916,5.9249,0.2333,2.0,,,
,,,,,,,,3.8991,6.7834,2.8844,1.0,,,
,,,,,,,,5.5942,6.2893,0.6952,,,,
,,,,,,,,6.6153,6.931,0.3157,5.0,,,
,,,,,,,,-0.509,6.4355,6.9445,1.0,,,
,,,,,,,,5.4081,6.345,0.9369,1.0,,,
,,,,,,,,-0.2535,-0.1589,0.0946,1.0,,,
,,,,,,,,3.2835,1.611,-1.6725,,,,
,,,,,,,,5.6742,6.0301,0.3559,,,,
,,,,,,,,7.2642,8.2563,0.9921,5.0,,,
,,,,,,,,3.8523,-0.688,-4.5403,1.0,,,
,,,,,,,,3.1421,3.1715,0.0294,1.0,,,
,,,,,,,,-0.3112,1.2362,1.5475,1.0,,,
,,,,,,,,-0.3112,1.2362,1.5475,1.0,,,
,,,,,,,,3.4135,8.0788,4.6654,1.0,,,
,,,,,,,,2.7009,5.5549,2.854,1.0,,,
,,,,,,,,6.8078,6.0685,-0.7393,2.0,,,
,,,,,,,,6.6153,6.931,0.3157,5.0,,,
,,,,,,,,3.8572,2.5948,-1.2624,1.0,,,
,,,,,,,,0.1774,1.4731,1.2957,1.0,,,
,,,,,,,,6.6153,6.931,0.3157,5.0,,,
,,,,,,,,5.4961,7.9229,2.4268,1.0,,,
,,,,,,,,4.972,5.0698,0.0978,1.0,,,
,,,,,,,,2.3669,0.6344,-1.7326,2.0,,,
,,,,,,,,2.3997,2.4375,0.0378,2.0,,,
,,,,,,,,3.4805,2.2406,-1.2399,2.0,,,
,,,,,,,,5.7194,2.4976,-3.2218,2.0,,,
,,,,,,,,2.1089,0.1654,-1.9435,2.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,4.1985,1.8031,-2.3955,1.0,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,6.6123,7.5038,0.8916,1.0,,,
,,,,,,,,4.7702,5.6926,0.9223,1.0,,,
,,,,,,,,-0.9399,0.0238,0.9637,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,6.5582,6.8671,0.3089,1.0,,,
,,,,,,,,4.627,4.781,0.154,2.0,,,
,,,,,,,,3.4701,2.8482,-0.6219,3.0,,,
,,,,,,,,5.1468,5.0331,-0.1137,2.0,,,
,,,,,,,,0.7068,1.6037,0.8969,1.0,,,
,,,,,,,,3.4135,8.0788,4.6654,1.0,,,
,,,,,,,,3.1717,5.474,2.3024,1.0,,,
,,,,,,,,2.3262,1.8717,-0.4545,4.0,,,
,,,,,,,,6.2193,-1.8198,-8.039,5.0,,,
,,,,,,,,4.9931,5.1743,0.1812,1.0,,,
,,,,,,,,1.3299,0.6434,-0.6865,3.0,,,
,,,,,,,,2.1155,1.9721,-0.1434,3.0,,,
,,,,,,,,4.9931,5.1743,0.1812,1.0,,,
,,,,,,,,5.0924,5.0193,-0.0731,3.0,,,
,,,,,,,,3.4135,8.0788,4.6654,1.0,,,
,,,,,,,,-2.8611,-10.8945,-8.0334,1.0,,,
,,,,,,,,3.0419,5.6313,2.5895,2.0,,,
,,,,,,,,0.7717,7.581,6.8093,1.0,,,
,,,,,,,,-0.2535,-0.1589,0.0946,1.0,,,
,,,,,,,,7.4065,6.7756,-0.6309,5.0,,,
,,,,,,,,6.5333,6.5,-0.0333,1.0,,,
,,,,,,,,7.4065,6.7756,-0.6309,5.0,,,
,,,,,,,,7.0721,6.8913,-0.1808,4.0,,,
,,,,,,,,3.829,3.9533,0.1243,2.0,,,
,,,,,,,,5.1468,5.0331,-0.1137,2.0,,,
,,,,,,,,3.829,3.9533,0.1243,2.0,,,
,,,,,,,,4.6047,,,,,,
,,,,,,,,3.8572,2.5948,-1.2624,1.0,,,
,,,,,,,,3.8572,2.5948,-1.2624,1.0,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
,,,,,,,,3.8157,4.6831,0.8675,1.0,,,
,,,,,,,,3.4135,8.0788,4.6654,1.0,,,
,,,,,,,,-1.9866,,,,,,
,,,,,,,,3.2415,3.9694,0.7279,3.0,,,
,,,,,,,,6.8819,6.7567,-0.1251,3.0,,,
,,,,,,,,6.8819,6.7567,-0.1251,3.0,,,
,,,,,,,,3.4724,-3.748,-7.2203,2.0,,,
,,,,,,,,1.3299,0.6434,-0.6865,3.0,,,
,,,,,,,,5.0924,5.0193,-0.0731,3.0,,,
,,,,,,,,2.698,-2.3614,-5.0594,1.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,1.5299,2.0274,0.4976,2.0,,,
,,,,,,,,-1.8571,-4.1809,-2.3238,1.0,,,
,,,,,,,,4.1498,2.3326,-1.8172,5.0,,,
,,,,,,,,1.2873,0.7538,-0.5335,1.0,,,
,,,,,,,,6.7064,6.9,0.1936,1.0,,,
,,,,,,,,0.7068,1.6037,0.8969,1.0,,,
,,,,,,,,2.3956,2.4124,0.0169,1.0,,,
,,,,,,,,6.8078,6.0685,-0.7393,2.0,,,
,,,,,,,,5.0924,5.0193,-0.0731,3.0,,,
,,,,,,,,6.8073,6.1185,-0.6888,3.0,,,
,,,,,,,,6.8078,6.0685,-0.7393,2.0,,,
,,,,,,,,4.1985,1.8031,-2.3955,1.0,,,
,,,,,,,,7.0721,6.8913,-0.1808,4.0,,,
,,,,,,,,-1.9866,,,,,,
,,,,,,,,5.1468,5.0331,-0.1137,2.0,,,
,,,,,,,,4.0786,4.7399,0.6614,2.0,,,
,,,,,,,,5.2008,-0.2793,-5.4801,4.0,,,
,,,,,,,,3.6212,2.0626,-1.5586,2.0,,,
,,,,,,,,6.5096,,,,,,
,,,,,,,,2.5791,4.7781,2.199,2.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,2.4208,4.2268,1.806,2.0,,,
,,,,,,,,9.584,8.8323,-0.7517,2.0,,,
,,,,,,,,11.0333,9.3,-1.7333,,,,
,,,,,,,,5.4388,8.6393,3.2005,4.0,,,
,,,,,,,,2.2189,5.3072,3.0883,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,1.9518,,,,,,
,,,,,,,,5.4388,8.6393,3.2005,4.0,,,
,,,,,,,,2.6538,5.7991,3.1453,1.0,,,
,,,,,,,,5.4388,8.6393,3.2005,4.0,,,
,,,,,,,,2.6538,5.7991,3.1453,1.0,,,
,,,,,,,,4.3085,5.3324,1.0238,,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,2.2584,9.9254,7.667,1.0,,,
,,,,,,,,2.3905,,,,,,
,,,,,,,,6.3701,4.3367,-2.0334,3.0,,,
,,,,,,,,1.317,,,,,,
,,,,,,,,1.7045,0.1043,-1.6002,,,,
,,,,,,,,2.7001,5.333,2.633,1.0,,,
,,,,,,,,0.6544,2.1861,1.5317,1.0,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,6.264,,,,,,
,,,,,,,,9.2247,10.1314,0.9067,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,7.0183,3.1898,-3.8285,2.0,,,
,,,,,,,,4.7702,5.6926,0.9223,1.0,,,
,,,,,,,,7.0183,3.1898,-3.8285,2.0,,,
,,,,,,,,7.3867,9.1116,1.7249,5.0,,,
,,,,,,,,1.3426,2.6808,1.3383,1.0,,,
,,,,,,,,7.3867,9.1116,1.7249,5.0,,,
,,,,,,,,1.5265,10.98,9.4534,1.0,,,
,,,,,,,,-1.5744,13.3626,14.9371,1.0,,,
,,,,,,,,12.0598,12.7523,0.6925,,,,
,,,,,,,,12.9488,11.2297,-1.7191,2.0,,,
,,,,,,,,6.5291,7.9234,1.3943,1.0,,,
,,,,,,,,5.9532,4.6289,-1.3244,1.0,,,
,,,,,,,,5.1679,5.501,0.333,1.0,,,
,,,,,,,,2.7001,5.333,2.633,1.0,,,
,,,,,,,,7.0183,3.1898,-3.8285,2.0,,,
,,,,,,,,5.3886,4.9998,-0.3888,1.0,,,
,,,,,,,,5.3886,4.9998,-0.3888,1.0,,,
,,,,,,,,9.3333,7.0,-2.3333,,,,
,,,,,,,,5.6262,6.7382,1.112,4.0,,,
,,,,,,,,3.8125,2.0792,-1.7334,,,,
,,,,,,,,4.3508,1.6916,-2.6592,1.0,,,
,,,,,,,,6.5913,7.4017,0.8104,2.0,,,
,,,,,,,,6.1412,5.5573,-0.584,,,,
,,,,,,,,5.4485,0.2509,-5.1976,2.0,,,
,,,,,,,,1.5534,-1.2243,-2.7777,2.0,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,5.4485,0.2509,-5.1976,2.0,,,
,,,,,,,,5.9243,2.1204,-3.8039,,,,
,,,,,,,,6.4754,2.6908,-3.7846,,,,
,,,,,,,,4.4688,1.0074,-3.4614,1.0,,,
,,,,,,,,3.138,5.7979,2.6599,4.0,,,
,,,,,,,,3.138,5.7979,2.6599,4.0,,,
,,,,,,,,5.0551,8.5701,3.5149,2.0,,,
,,,,,,,,3.138,5.7979,2.6599,4.0,,,
,,,,,,,,3.138,5.7979,2.6599,4.0,,,
,,,,,,,,13.0473,14.3624,1.3152,,,,
,,,,,,,,3.138,5.7979,2.6599,4.0,,,
,,,,,,,,2.3649,2.6801,0.3152,1.0,,,
,,,,,,,,1.0642,1.5351,0.4709,1.0,,,
,,,,,,,,6.1,7.4,1.3,1.0,,,
,,,,,,,,2.2182,4.1639,1.9457,1.0,,,
,,,,,,,,4.0326,4.5208,0.4882,1.0,,,
,,,,,,,,8.0814,8.3126,0.2312,1.0,,,
,,,,,,,,5.9333,7.5,1.5667,1.0,,,
,,,,,,,,3.1503,-3.7472,-6.8975,2.0,,,
,,,,,,,,5.4667,2.9,-2.5667,,,,
,,,,,,,,3.1503,-3.7472,-6.8975,2.0,,,
,,,,,,,,1.5655,-1.522,-3.0875,1.0,,,
,,,,,,,,5.0551,8.5701,3.5149,2.0,,,
,,,,,,,,6.3984,6.3861,-0.0123,1.0,,,
,,,,,,,,-0.5559,4.1309,4.6868,1.0,,,
,,,,,,,,1.5159,9.6896,8.1737,1.0,,,
,,,,,,,,2.4031,4.3669,1.9637,1.0,,,
,,,,,,,,1.5655,-1.522,-3.0875,1.0,,,
,,,,,,,,5.2292,1.7926,-3.4366,,,,
,,,,,,,,4.5152,2.9559,-1.5593,,,,
,,,,,,,,8.5318,6.3597,-2.172,,,,
,,,,,,,,7.0259,1.4513,-5.5745,,,,
,,,,,,,,3.837,4.2179,0.381,1.0,,,
,,,,,,,,2.2189,5.3072,3.0883,1.0,,,
,,,,,,,,11.4214,14.15,2.7285,,,,
,,,,,,,,4.1985,1.8031,-2.3955,1.0,,,
,,,,,,,,1.9383,-9.1962,-11.1346,1.0,,,
,,,,,,,,6.4667,9.4,2.9333,1.0,,,
,,,,,,,,2.4584,6.5139,4.0555,1.0,,,
,,,,,,,,-0.5559,4.1309,4.6868,1.0,,,
,,,,,,,,-2.6785,9.4219,12.1004,1.0,,,
,,,,,,,,2.0704,4.3528,2.2824,1.0,,,
,,,,,,,,0.2672,5.7076,5.4403,1.0,,,
,,,,,,,,2.3149,5.049,2.7342,1.0,,,
,,,,,,,,0.6299,,,,,,
,,,,,,,,6.3518,5.0451,-1.3067,,,,
,,,,,,,,0.6299,,,,,,
,,,,,,,,6.3518,5.0451,-1.3067,,,,
,,,,,,,,1.7461,-0.4032,-2.1494,1.0,,,
,,,,,,,,-9.7767,2.2669,12.0436,,,,
,,,,,,,,3.3393,-0.4149,-3.7542,,,,
,,,,,,,,7.2667,8.3,1.0333,1.0,,,
,,,,,,,,4.6815,5.4148,0.7334,1.0,,,
,,,,,,,,-0.1767,1.475,1.6518,1.0,,,
,,,,,,,,0.7195,1.4392,0.7197,1.0,,,
,,,,,,,,2.3149,5.049,2.7342,1.0,,,
,,,,,,,,4.6815,5.4148,0.7334,1.0,,,
,,,,,,,,0.9297,3.6556,2.7259,1.0,,,
,,,,,,,,-9.7767,2.2669,12.0436,,,,
,,,,,,,,2.6999,1.9825,-0.7174,1.0,,,
,,,,,,,,-9.7767,2.2669,12.0436,,,,
,,,,,,,,2.6999,1.9825,-0.7174,1.0,,,
,,,,,,,,1.2591,5.5189,4.2598,1.0,,,
,,,,,,,,2.4518,5.1862,2.7344,,,,
,,,,,,,,1.2591,5.5189,4.2598,1.0,,,
,,,,,,,,1.2591,5.5189,4.2598,1.0,,,
,,,,,,,,4.6815,5.4148,0.7334,1.0,,,
,,,,,,,,5.7064,4.9774,-0.729,,,,
,,,,,,,,4.2,5.0,0.8,,,,
,,,,,,,,3.0024,3.7998,0.7974,,,,
,,,,,,,,4.6864,5.0303,0.344,,,,
,,,,,,,,,,,,,,
,,,,,,,,4.6864,5.0303,0.344,,,,
,,,,,,,,4.6054,3.6631,-0.9422,,,,
,,,,,,,,5.2561,3.3039,-1.9522,,,,
,,,,,,,,6.2716,5.692,-0.5795,,,,
,,,,,,,,4.6864,5.0303,0.344,,,,
,,,,,,,,7.4325,3.3276,-4.1049,,,,
,,,,,,,,0.3666,-1.0617,-1.4283,,,,
,,,,,,,,1.9092,0.9422,-0.967,,,,
,,,,,,,,4.5088,,,,,,
,,,,,,,,3.7597,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,4.5088,,,,,,
,,,,,,,,2.38,,,,,,
,,,,,,,,8.2333,,,,,,
,,,,,,,,4.6047,,,,,,
,,,,,,,,5.1289,,,,,,
,,,,,,,,1.9032,,,,,,
,,,,,,,,3.213,,,,,,
,,,,,,,,3.7898,,,,,,
,,,,,,,,0.8404,,,,,,
,,,,,,,,2.3303,,,,,,
,,,,,,,,2.731,,,,,,
,,,,,,,,3.7898,,,,,,
,,,,,,,,5.1289,,,,,,
,,,,,,,,5.7675,,,,,,
,,,,,,,,4.5088,,,,,,
,,,,,,,,6.5096,,,,,,
,,,,,,,,6.264,,,,,,
,,,,,,,,5.1289,,,,,,
,,,,,,,,5.6994,,,,,,
,,,,,,,,-1.8571,-4.1809,-2.3238,1.0,,,
,,,,,,,,2.7094,3.7029,0.9935,1.0,,,
,,,,,,,,-2.4718,3.6435,6.1153,1.0,,,
,,,,,,,,,-9.432,,,,,
,,,,,,,,2.7094,3.7029,0.9935,1.0,,,
,,,,,,,,2.2189,5.3072,3.0883,1.0,,,
,,,,,,,,3.1182,4.4995,1.3813,1.0,,,
,,,,,,,,2.3149,5.049,2.7342,1.0,,,
,,,,,,,,0.6299,,,,,,
,,,,,,,,4.779,5.2933,0.5143,1.0,,,
,,,,,,,,-1.9393,-2.4948,-0.5555,1.0,,,
,,,,,,,,8.0814,8.3126,0.2312,1.0,,,
,,,,,,,,-2.4718,3.6435,6.1153,1.0,,,
,,,,,,,,7.2016,10.8,3.5984,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.1182,4.4995,1.3813,1.0,,,
,,,,,,,,5.8369,3.804,-2.0329,1.0,,,
,,,,,,,,5.3196,2.3902,-2.9294,4.0,,,
,,,,,,,,2.5222,0.2699,-2.2522,,,,
,,,,,,,,3.4135,8.0788,4.6654,1.0,,,
,,,,,,,,3.1182,4.4995,1.3813,1.0,,,
,,,,,,,,8.212,9.2434,1.0314,1.0,,,
,,,,,,,,5.4388,8.6393,3.2005,4.0,,,
,,,,,,,,4.3543,4.7804,0.426,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,4.7346,4.7396,0.005,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,2.2445,2.7956,0.5511,1.0,,,
,,,,,,,,6.1871,5.1682,-1.0189,4.0,,,
,,,,,,,,3.8825,7.8313,3.9488,1.0,,,
,,,,,,,,2.2584,9.9254,7.667,1.0,,,
,,,,,,,,10.4603,10.3,-0.1603,,,,
,,,,,,,,5.7,7.1999,1.4999,1.0,,,
,,,,,,,,1.2544,1.8039,0.5495,1.0,,,
,,,,,,,,9.3334,1.4141,-7.9193,1.0,,,
,,,,,,,,3.7417,4.4246,0.6829,1.0,,,
,,,,,,,,7.3867,9.1116,1.7249,5.0,,,
,,,,,,,,7.0183,3.1898,-3.8285,2.0,,,
,,,,,,,,6.9666,8.2001,1.2334,1.0,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,5.1679,5.501,0.333,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,4.6272,3.1029,-1.5243,1.0,,,
,,,,,,,,8.0,7.8,-0.2,,,,
,,,,,,,,4.9667,4.5,-0.4667,1.0,,,
,,,,,,,,11.0743,10.5963,-0.478,,,,
,,,,,,,,5.4081,6.345,0.9369,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,1.7875,1.484,-0.3035,3.0,,,
,,,,,,,,3.7113,0.0575,-3.6538,,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,3.8234,8.4016,4.5782,3.0,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,0.544,-5.6932,-6.2372,1.0,,,
,,,,,,,,0.0776,-5.1292,-5.2068,1.0,,,
,,,,,,,,0.6673,1.4586,0.7913,1.0,,,
,,,,,,,,5.6625,6.2239,0.5613,1.0,,,
,,,,,,,,10.1466,5.5915,-4.5551,,,,
,,,,,,,,8.2258,7.5251,-0.7006,,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,-1.0269,-3.1252,-2.0984,2.0,,,
,,,,,,,,0.0995,0.7488,0.6494,2.0,,,
,,,,,,,,-1.0269,-3.1252,-2.0984,2.0,,,
,,,,,,,,4.1951,2.2029,-1.9922,1.0,,,
,,,,,,,,4.2137,6.897,2.6833,1.0,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
